observation_id,year,session_date,evidence_type,stated_local_time,local_timezone,normalized_utc,value_numeric,unit,normalized_value_c,stated_value_text,session_semantics,source_title,source_url,source_class,evidence_quality,measurement_semantics,observation_status,evidence_context,local_asset,review_note
PTSC2022-0400,2022,2022-05-21,TRACK_TEMPERATURE,14:45:00,America/Indiana/Indianapolis,2022-05-21T18:45:00Z,92.0,degF,33.333333333333336,92°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2022 Temp Archive; source row 400; selected date-block occurrence 1; sensor average 91.65°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2022-0401,2022,2022-05-21,TRACK_TEMPERATURE,15:00:00,America/Indiana/Indianapolis,2022-05-21T19:00:00Z,94.0,degF,34.44444444444444,94°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2022 Temp Archive; source row 401; selected date-block occurrence 1; sensor average 93.7°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2022-0402,2022,2022-05-21,TRACK_TEMPERATURE,15:15:00,America/Indiana/Indianapolis,2022-05-21T19:15:00Z,97.0,degF,36.111111111111114,97°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2022 Temp Archive; source row 402; selected date-block occurrence 1; sensor average 96.8°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2022-0403,2022,2022-05-21,TRACK_TEMPERATURE,15:30:00,America/Indiana/Indianapolis,2022-05-21T19:30:00Z,95.0,degF,35.0,95°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2022 Temp Archive; source row 403; selected date-block occurrence 1; sensor average 95.075°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2022-0404,2022,2022-05-21,TRACK_TEMPERATURE,15:45:00,America/Indiana/Indianapolis,2022-05-21T19:45:00Z,91.0,degF,32.77777777777778,91°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2022 Temp Archive; source row 404; selected date-block occurrence 1; sensor average 91.325°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2022-0405,2022,2022-05-21,TRACK_TEMPERATURE,16:00:00,America/Indiana/Indianapolis,2022-05-21T20:00:00Z,90.0,degF,32.22222222222222,90°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2022 Temp Archive; source row 405; selected date-block occurrence 1; sensor average 89.92500000000001°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2022-0406,2022,2022-05-21,TRACK_TEMPERATURE,16:15:00,America/Indiana/Indianapolis,2022-05-21T20:15:00Z,84.0,degF,28.88888888888889,84°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2022 Temp Archive; source row 406; selected date-block occurrence 1; sensor average 84.42500000000001°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0466,2023,2023-05-20,TRACK_TEMPERATURE,08:15:00,America/Indiana/Indianapolis,2023-05-20T12:15:00Z,65.0,degF,18.333333333333332,65°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 466; selected date-block occurrence 1; sensor average 64.57499999999999°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0467,2023,2023-05-20,TRACK_TEMPERATURE,08:30:00,America/Indiana/Indianapolis,2023-05-20T12:30:00Z,66.0,degF,18.88888888888889,66°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 467; selected date-block occurrence 1; sensor average 65.9°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0468,2023,2023-05-20,TRACK_TEMPERATURE,08:45:00,America/Indiana/Indianapolis,2023-05-20T12:45:00Z,68.0,degF,20.0,68°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 468; selected date-block occurrence 1; sensor average 67.6°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0469,2023,2023-05-20,TRACK_TEMPERATURE,09:00:00,America/Indiana/Indianapolis,2023-05-20T13:00:00Z,69.0,degF,20.555555555555557,69°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 469; selected date-block occurrence 1; sensor average 69.07499999999999°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0470,2023,2023-05-20,TRACK_TEMPERATURE,09:15:00,America/Indiana/Indianapolis,2023-05-20T13:15:00Z,71.0,degF,21.666666666666668,71°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 470; selected date-block occurrence 1; sensor average 70.775°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0471,2023,2023-05-20,TRACK_TEMPERATURE,09:30:00,America/Indiana/Indianapolis,2023-05-20T13:30:00Z,72.0,degF,22.22222222222222,72°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 471; selected date-block occurrence 1; sensor average 72.375°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0472,2023,2023-05-20,TRACK_TEMPERATURE,10:45:00,America/Indiana/Indianapolis,2023-05-20T14:45:00Z,83.0,degF,28.333333333333332,83°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 472; selected date-block occurrence 1; sensor average 83.025°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0473,2023,2023-05-20,TRACK_TEMPERATURE,11:00:00,America/Indiana/Indianapolis,2023-05-20T15:00:00Z,85.0,degF,29.444444444444443,85°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 473; selected date-block occurrence 1; sensor average 85.125°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0474,2023,2023-05-20,TRACK_TEMPERATURE,11:15:00,America/Indiana/Indianapolis,2023-05-20T15:15:00Z,87.0,degF,30.555555555555557,87°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 474; selected date-block occurrence 1; sensor average 87.275°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0475,2023,2023-05-20,TRACK_TEMPERATURE,11:30:00,America/Indiana/Indianapolis,2023-05-20T15:30:00Z,92.0,degF,33.333333333333336,92°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 475; selected date-block occurrence 1; sensor average 91.9°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0476,2023,2023-05-20,TRACK_TEMPERATURE,11:45:00,America/Indiana/Indianapolis,2023-05-20T15:45:00Z,94.0,degF,34.44444444444444,94°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 476; selected date-block occurrence 1; sensor average 94.375°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0477,2023,2023-05-20,TRACK_TEMPERATURE,12:00:00,America/Indiana/Indianapolis,2023-05-20T16:00:00Z,97.0,degF,36.111111111111114,97°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 477; selected date-block occurrence 1; sensor average 96.7°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0478,2023,2023-05-20,TRACK_TEMPERATURE,12:15:00,America/Indiana/Indianapolis,2023-05-20T16:15:00Z,99.0,degF,37.22222222222222,99°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 478; selected date-block occurrence 1; sensor average 98.7°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0479,2023,2023-05-20,TRACK_TEMPERATURE,12:30:00,America/Indiana/Indianapolis,2023-05-20T16:30:00Z,102.0,degF,38.888888888888886,102°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 479; selected date-block occurrence 1; sensor average 101.625°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0480,2023,2023-05-20,TRACK_TEMPERATURE,12:45:00,America/Indiana/Indianapolis,2023-05-20T16:45:00Z,104.0,degF,40.0,104°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 480; selected date-block occurrence 1; sensor average 103.65°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0481,2023,2023-05-20,TRACK_TEMPERATURE,13:00:00,America/Indiana/Indianapolis,2023-05-20T17:00:00Z,106.0,degF,41.111111111111114,106°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 481; selected date-block occurrence 1; sensor average 105.75°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0482,2023,2023-05-20,TRACK_TEMPERATURE,13:15:00,America/Indiana/Indianapolis,2023-05-20T17:15:00Z,108.0,degF,42.22222222222222,108°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 482; selected date-block occurrence 1; sensor average 108.05°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0483,2023,2023-05-20,TRACK_TEMPERATURE,13:30:00,America/Indiana/Indianapolis,2023-05-20T17:30:00Z,109.0,degF,42.77777777777778,109°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 483; selected date-block occurrence 1; sensor average 108.8°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0484,2023,2023-05-20,TRACK_TEMPERATURE,13:45:00,America/Indiana/Indianapolis,2023-05-20T17:45:00Z,109.0,degF,42.77777777777778,109°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 484; selected date-block occurrence 1; sensor average 108.8°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0485,2023,2023-05-20,TRACK_TEMPERATURE,14:00:00,America/Indiana/Indianapolis,2023-05-20T18:00:00Z,111.0,degF,43.888888888888886,111°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 485; selected date-block occurrence 1; sensor average 111.375°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0486,2023,2023-05-20,TRACK_TEMPERATURE,14:15:00,America/Indiana/Indianapolis,2023-05-20T18:15:00Z,113.0,degF,45.0,113°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 486; selected date-block occurrence 1; sensor average 112.775°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0487,2023,2023-05-20,TRACK_TEMPERATURE,14:30:00,America/Indiana/Indianapolis,2023-05-20T18:30:00Z,113.0,degF,45.0,113°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 487; selected date-block occurrence 1; sensor average 112.725°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0488,2023,2023-05-20,TRACK_TEMPERATURE,14:45:00,America/Indiana/Indianapolis,2023-05-20T18:45:00Z,112.0,degF,44.44444444444444,112°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 488; selected date-block occurrence 1; sensor average 111.925°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0489,2023,2023-05-20,TRACK_TEMPERATURE,15:00:00,America/Indiana/Indianapolis,2023-05-20T19:00:00Z,112.0,degF,44.44444444444444,112°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 489; selected date-block occurrence 1; sensor average 111.725°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
PTSC2023-0490,2023,2023-05-20,TRACK_TEMPERATURE,15:15:00,America/Indiana/Indianapolis,2023-05-20T19:15:00Z,112.0,degF,44.44444444444444,112°F,Target-date structured observation; rows outside qualifying hours remain Day 1 date context,PTSC-hosted FirestoneTemperatures workbook,https://ptscin.com/wp-content/uploads/2025/06/FirestoneTemperatures.xlsx,PTSC_HOSTED_FIRESTONE_NAMED_WORKBOOK,STRUCTURED_OBSERVED_SOURCE_WITH_UNIT_LIMITATIONS,EXPLICIT_WORKBOOK_TRACK_TEMPERATURE,DIRECT_NUMERIC_OBSERVATION,Sheet 2023 Temp Archive; source row 490; selected date-block occurrence 1; sensor average 112.475°F.,weather/evidence/ptsc/FirestoneTemperatures_current.xlsx,Not INDYCAR official. PTSC hosts a Firestone-named workbook; local metadata does not independently authenticate authorship or measurement operator.
